emp_no,from_date,to_date
56876,1987-11-02,9999-01-01
56877,1995-09-23,2000-12-23
56878,1992-01-31,9999-01-01
56879,1988-11-04,9999-01-01
56880,1989-10-08,9999-01-01
56881,1986-08-06,9999-01-01
56882,1994-03-04,1997-09-17
56883,1987-12-03,9999-01-01
56884,1997-06-16,9999-01-01
56885,1993-08-18,9999-01-01
56886,1997-03-22,9999-01-01
56887,1998-06-26,9999-01-01
56888,1990-03-07,1993-04-01
56889,1990-08-28,9999-01-01
56890,1992-07-19,9999-01-01
56891,1995-12-14,9999-01-01
56892,1998-02-28,2000-09-07
56893,1993-05-09,9999-01-01
56894,1995-03-30,9999-01-01
56895,1998-03-20,9999-01-01
56896,1995-02-05,9999-01-01
56897,1989-06-06,9999-01-01
56898,1987-11-15,1996-01-13
56899,1988-04-17,9999-01-01
56900,1991-06-06,9999-01-01
56901,1998-01-05,9999-01-01
56902,1995-03-23,9999-01-01
56903,1996-06-21,9999-01-01
56904,1997-11-07,1997-12-03
56905,1988-04-04,9999-01-01
56906,1993-02-14,9999-01-01
56907,1989-05-08,9999-01-01
56908,1990-12-11,1992-04-26
56909,1990-01-02,1998-08-13
56910,1996-06-21,9999-01-01
56911,1989-03-24,9999-01-01
56912,2002-05-05,9999-01-01
56913,1987-08-13,9999-01-01
56914,1996-10-21,1999-03-18
56915,1986-03-08,9999-01-01
56916,1995-10-02,9999-01-01
56917,1996-02-12,1998-10-24
56918,1991-09-10,2001-06-21
56919,1991-08-04,9999-01-01
56920,1994-11-26,9999-01-01
56921,1987-06-16,9999-01-01
56922,1990-09-15,1991-05-12
56923,1996-05-18,9999-01-01
56924,1992-10-18,1999-10-14
56925,1988-01-06,9999-01-01
56926,1994-10-16,9999-01-01
56927,1995-11-02,1997-07-25
56928,1988-05-15,9999-01-01
56929,1992-06-11,9999-01-01
56930,1995-08-23,9999-01-01
56931,1993-07-12,9999-01-01
56932,2002-02-07,9999-01-01
56933,1987-08-10,1990-05-20
56934,1998-05-18,9999-01-01
56935,1986-05-24,9999-01-01
56936,1988-10-23,9999-01-01
56937,1999-07-20,2001-10-08
56938,1985-12-10,9999-01-01
56939,1996-01-10,9999-01-01
56940,1996-10-16,1999-11-08
56941,1997-05-24,9999-01-01
56942,1997-09-04,9999-01-01
56943,1995-12-26,9999-01-01
56944,1988-11-23,9999-01-01
56945,1998-02-15,9999-01-01
56946,1992-08-18,9999-01-01
56947,1986-04-28,1989-05-23
56948,1991-11-22,1999-10-13
56949,1990-06-20,9999-01-01
56950,1994-11-20,9999-01-01
56951,1997-05-13,9999-01-01
56952,1988-10-14,9999-01-01
56953,1986-06-13,9999-01-01
56954,1994-02-20,9999-01-01
56955,1999-06-30,9999-01-01
56956,1992-09-11,9999-01-01
56957,1988-01-30,1990-04-17
56958,1994-05-12,9999-01-01
56959,1987-07-24,9999-01-01
56960,1990-02-20,9999-01-01
56961,1997-11-02,9999-01-01
56962,1987-01-14,9999-01-01
56963,1991-05-12,9999-01-01
56964,1995-01-27,9999-01-01
56965,1987-06-16,1991-12-27
56966,1992-12-16,9999-01-01
56967,1989-06-04,9999-01-01
56968,2000-01-28,9999-01-01
56969,1994-05-22,9999-01-01
56970,1988-01-10,1993-08-04
56971,1991-04-05,9999-01-01
56972,2000-05-13,9999-01-01
56973,2000-01-14,9999-01-01
56974,1988-09-20,9999-01-01
56975,1995-12-21,9999-01-01
56976,1986-10-07,9999-01-01
56977,1998-10-08,9999-01-01
56978,1992-04-20,1998-07-14
56979,1990-04-06,9999-01-01
56980,1986-12-03,9999-01-01
56981,2000-08-26,9999-01-01
56982,1989-10-18,1993-03-08
56983,1999-03-09,9999-01-01
56984,1986-11-27,9999-01-01
56985,1985-11-02,9999-01-01
56986,1991-12-11,9999-01-01
56987,1989-08-22,1997-09-05
56988,1989-11-25,1995-11-07
56989,2000-08-21,9999-01-01
56990,1994-03-24,9999-01-01
56991,1990-11-17,9999-01-01
56992,1999-03-10,2000-08-31
56993,1993-12-13,2001-03-19
56994,1996-12-06,9999-01-01
56995,1993-03-20,9999-01-01
56996,1991-08-19,9999-01-01
56997,1997-08-23,9999-01-01
56998,1999-01-31,9999-01-01
56999,1985-09-26,9999-01-01
57000,1991-08-11,9999-01-01
57001,1992-01-23,1993-01-09
57002,1990-01-15,9999-01-01
57003,1985-12-19,9999-01-01
57004,1990-11-24,9999-01-01
57005,1996-08-31,9999-01-01
57006,1998-07-10,9999-01-01
57007,1989-06-30,9999-01-01
57008,2002-02-20,9999-01-01
57009,1986-03-22,2002-02-18
57010,1990-08-05,9999-01-01
57011,1989-12-22,9999-01-01
57012,1985-06-07,9999-01-01
57013,1993-11-20,1998-09-01
57014,1993-05-17,9999-01-01
57015,1990-03-01,9999-01-01
57016,1997-05-14,9999-01-01
57017,1993-12-01,9999-01-01
57018,1985-11-28,9999-01-01
57019,1996-06-16,9999-01-01
57020,1999-07-15,9999-01-01
57021,1987-08-16,1994-06-14
57022,1995-01-23,9999-01-01
57023,1994-01-21,9999-01-01
57024,1995-05-24,9999-01-01
57025,1998-12-17,2000-12-02
57026,1987-11-30,9999-01-01
57027,1995-08-09,9999-01-01
57028,1999-12-19,9999-01-01
57029,1993-08-18,9999-01-01
57030,1992-03-08,9999-01-01
57031,1997-02-18,1998-06-10
57032,1992-02-20,9999-01-01
57033,1988-04-13,9999-01-01
57034,1996-03-10,9999-01-01
57035,1987-02-18,1999-11-28
57036,1999-10-18,9999-01-01
57037,1989-08-07,1996-01-14
57038,1999-05-09,2001-08-28
57039,1995-11-17,9999-01-01
57040,1986-04-24,9999-01-01
57041,2002-04-18,9999-01-01
57042,1997-07-10,9999-01-01
57043,1988-06-24,9999-01-01
57044,1993-09-21,9999-01-01
57045,1992-01-03,9999-01-01
57046,1987-06-15,1995-05-18
57047,1995-09-09,9999-01-01
57048,1986-03-15,9999-01-01
57049,1992-09-10,9999-01-01
57050,1985-08-27,2001-09-22
57051,2000-07-01,2001-03-02
57052,1986-12-30,9999-01-01
57053,1986-02-15,1997-02-28
57054,1997-04-13,9999-01-01
57055,1993-07-20,9999-01-01
57056,1988-01-18,9999-01-01
57057,1990-07-13,9999-01-01
57058,1988-10-19,9999-01-01
57059,1988-01-04,9999-01-01
57060,1998-06-06,9999-01-01
57061,1988-10-06,1996-03-17
57062,1995-08-16,9999-01-01
57063,1990-06-11,9999-01-01
57064,1990-11-26,9999-01-01
57065,1995-09-03,2001-06-18
57066,1991-03-22,9999-01-01
57067,1991-08-31,9999-01-01
57068,1990-12-08,9999-01-01
57069,1990-10-14,1990-10-26
57070,1998-01-18,9999-01-01
57071,1987-10-02,9999-01-01
57072,1989-08-02,9999-01-01
57073,1993-03-02,9999-01-01
57074,1998-10-22,9999-01-01
57075,1994-08-19,9999-01-01
57076,1991-09-25,9999-01-01
57077,1995-02-05,2001-12-05
57078,2000-11-09,9999-01-01
57079,1985-08-23,9999-01-01
57080,1995-12-30,9999-01-01
57081,1995-03-20,9999-01-01
57082,1992-06-26,1995-08-20
57083,1997-10-06,2001-12-11
57084,1998-04-28,9999-01-01
57085,1994-12-23,9999-01-01
57086,1989-02-23,9999-01-01
57087,1990-03-06,9999-01-01
57088,1993-10-20,9999-01-01
57089,1996-07-10,9999-01-01
57090,1996-12-25,2001-10-07
57091,1994-07-15,2001-10-14
57092,1987-04-16,9999-01-01
57093,1995-07-21,9999-01-01
57094,1987-09-29,9999-01-01
57095,1994-08-08,9999-01-01
57096,1998-03-07,2001-08-04
57097,2000-08-24,9999-01-01
57098,1986-03-02,9999-01-01
57099,1998-12-14,9999-01-01
57100,1991-12-22,9999-01-01
57101,1998-06-01,9999-01-01
57102,1995-12-27,9999-01-01
57103,1994-02-08,9999-01-01
57104,1985-08-07,9999-01-01
57105,1993-11-27,1998-02-13
57106,1996-04-21,9999-01-01
57107,1991-08-23,9999-01-01
57108,1998-09-12,2000-02-11
57109,1992-06-30,9999-01-01
57110,1985-05-24,9999-01-01
57111,1991-12-30,9999-01-01
57112,1998-04-11,9999-01-01
57113,1986-09-05,9999-01-01
57114,1987-01-15,1992-10-11
57115,1999-01-17,9999-01-01
57116,2002-04-29,9999-01-01
57117,1998-03-07,2001-03-11
57118,1998-07-29,9999-01-01
57119,1989-01-20,9999-01-01
57120,1998-02-15,9999-01-01
57121,1991-07-26,9999-01-01
57122,1989-06-23,9999-01-01
57123,1999-04-25,9999-01-01
57124,1995-11-10,9999-01-01
57125,1990-08-21,9999-01-01
57126,1993-03-03,1996-08-04
57127,1996-07-16,9999-01-01
57128,1989-07-19,9999-01-01
57129,1998-01-27,9999-01-01
57130,1992-11-03,1992-11-14
57131,1997-03-25,9999-01-01
57132,1987-07-10,9999-01-01
57133,1985-07-05,9999-01-01
57134,1997-10-16,9999-01-01
57135,1997-02-05,9999-01-01
57136,2001-09-22,2002-06-11
57137,1993-01-07,9999-01-01
57138,1999-07-25,9999-01-01
57139,1999-05-03,9999-01-01
57140,1992-07-30,1999-06-07
57141,1989-02-07,9999-01-01
57142,1987-11-18,9999-01-01
57143,1991-07-17,9999-01-01
57144,1989-09-01,9999-01-01
57145,1989-04-11,9999-01-01
57146,1995-08-17,9999-01-01
57147,2001-06-10,9999-01-01
57148,1988-04-13,1996-08-05
57149,1998-11-06,9999-01-01
57150,1998-10-05,9999-01-01
57151,1988-04-08,9999-01-01
57152,1993-08-22,9999-01-01
57153,1992-10-30,9999-01-01
57154,1997-09-18,9999-01-01
57155,1995-08-17,9999-01-01
57156,1992-04-01,1992-09-17
57157,1988-07-31,2002-01-09
57158,1993-08-31,9999-01-01
57159,1990-10-17,9999-01-01
57160,1988-11-17,9999-01-01
57161,1994-08-15,9999-01-01
57162,1987-02-05,9999-01-01
57163,1998-08-16,9999-01-01
57164,1998-11-16,9999-01-01
57165,1996-12-12,1997-07-14
57166,1999-09-07,9999-01-01
57167,1997-08-08,9999-01-01
57168,1993-02-17,9999-01-01
57169,1987-04-16,9999-01-01
57170,1995-04-23,9999-01-01
57171,1990-03-10,1991-10-15
57172,1998-03-22,1998-11-24
57173,1991-01-04,9999-01-01
57174,1986-02-28,9999-01-01
57175,1987-05-21,9999-01-01
57176,1990-06-08,9999-01-01
57177,1995-10-17,9999-01-01
57178,1995-05-20,9999-01-01
57179,1998-10-18,9999-01-01
57180,1992-11-16,9999-01-01
57181,1990-10-13,1992-09-09
57182,1997-07-03,2001-09-12
57183,1986-04-20,9999-01-01
57184,1992-08-27,9999-01-01
57185,1994-07-25,9999-01-01
57186,1991-02-19,9999-01-01
57187,1993-10-27,9999-01-01
57188,1995-06-21,9999-01-01
57189,1999-05-07,2001-03-28
57190,1994-04-16,9999-01-01
57191,1987-11-07,9999-01-01
57192,1991-10-19,9999-01-01
57193,1992-08-09,9999-01-01
57194,1995-10-24,9999-01-01
57195,1988-01-07,1990-01-21
57196,1987-07-01,9999-01-01
57197,1991-10-06,9999-01-01
57198,1991-04-24,9999-01-01
57199,1994-07-04,1999-05-11
57200,1996-10-29,9999-01-01
57201,1986-10-02,9999-01-01
57202,2001-08-27,9999-01-01
57203,1989-01-28,9999-01-01
57204,1999-04-14,9999-01-01
57205,1994-11-15,9999-01-01
57206,1991-03-13,9999-01-01
57207,1989-03-10,1995-11-01
57208,1994-09-24,9999-01-01
57209,1996-12-18,9999-01-01
57210,1988-02-13,9999-01-01
57211,1985-03-01,9999-01-01
57212,1995-08-09,9999-01-01
57213,1993-10-13,9999-01-01
57214,1995-04-20,9999-01-01
57215,1993-03-18,2000-06-14
57216,1993-09-20,9999-01-01
57217,1996-05-21,9999-01-01
57218,1989-06-21,9999-01-01
57219,1987-12-13,9999-01-01
57220,1985-03-30,1996-11-22
57221,1996-08-07,9999-01-01
57222,1985-06-04,9999-01-01
57223,1996-04-14,9999-01-01
57224,1987-11-06,9999-01-01
57225,1987-07-15,9999-01-01
57226,1992-08-21,9999-01-01
57227,1995-08-10,9999-01-01
57228,1987-03-30,1996-10-11
57229,1996-07-17,9999-01-01
57230,1989-06-22,9999-01-01
57231,1997-10-09,9999-01-01
57232,1994-08-27,9999-01-01
57233,1999-11-12,9999-01-01
57234,1985-10-08,9999-01-01
57235,1996-10-27,9999-01-01
57236,1988-11-25,1993-01-05
57237,1996-01-20,9999-01-01
57238,1987-12-29,9999-01-01
57239,1997-02-28,9999-01-01
57240,1994-10-16,9999-01-01
57241,1997-07-25,9999-01-01
57242,1993-12-04,9999-01-01
57243,1990-09-11,9999-01-01
57244,1996-02-18,1996-06-20
57245,1987-09-20,9999-01-01
57246,1992-03-05,9999-01-01
57247,1985-07-24,9999-01-01
57248,1991-05-26,9999-01-01
57249,1990-04-26,9999-01-01
57250,1998-10-22,9999-01-01
57251,1986-05-30,1996-10-16
57252,1999-01-25,9999-01-01
57253,1997-07-22,9999-01-01
57254,1997-10-12,9999-01-01
57255,1993-08-17,9999-01-01
57256,1996-05-27,9999-01-01
57257,1998-05-31,9999-01-01
57258,1992-07-04,1994-05-09
57259,1993-04-06,9999-01-01
57260,1998-09-16,9999-01-01
57261,1996-05-22,9999-01-01
57262,1988-01-31,9999-01-01
57263,1985-03-24,9999-01-01
57264,1986-01-03,9999-01-01
57265,1992-05-28,1998-11-27
57266,1996-05-13,1999-07-11
57267,1992-06-10,9999-01-01
57268,1994-02-07,9999-01-01
57269,1985-06-28,9999-01-01
57270,1997-09-30,9999-01-01
57271,1995-01-30,9999-01-01
57272,1995-04-08,9999-01-01
57273,1991-04-03,2000-08-07
57274,1997-09-07,9999-01-01
57275,1991-08-18,9999-01-01
57276,1992-12-10,9999-01-01
57277,1985-05-05,1986-09-08
57278,1998-04-18,1998-10-19
57279,2000-02-01,9999-01-01
57280,1991-01-06,9999-01-01
57281,1999-10-02,9999-01-01
57282,1996-05-30,9999-01-01
57283,1999-11-05,9999-01-01
57284,1993-10-01,9999-01-01
57285,1997-01-13,9999-01-01
57286,1999-07-06,9999-01-01
57287,1990-12-12,1992-12-11
57288,1998-01-18,9999-01-01
57289,1999-06-17,2001-07-21
57290,1999-11-11,9999-01-01
57291,1989-09-27,1989-11-07
57292,1987-02-23,9999-01-01
57293,1994-08-09,9999-01-01
57294,2000-01-04,9999-01-01
57295,1998-02-14,9999-01-01
57296,1985-03-08,1994-09-01
57297,1985-02-24,9999-01-01
57298,1999-07-24,9999-01-01
57299,1999-03-06,1999-07-31
57300,1998-12-26,9999-01-01
57301,1995-04-30,9999-01-01
57302,2001-07-19,9999-01-01
57303,1990-05-01,9999-01-01
57304,1996-07-03,9999-01-01
57305,1999-03-08,9999-01-01
57306,1988-11-28,9999-01-01
57307,1989-11-24,2000-11-11
57308,1991-02-14,9999-01-01
57309,1988-11-10,9999-01-01
57310,1989-06-05,9999-01-01
57311,1991-02-17,9999-01-01
57312,1996-11-22,9999-01-01
57313,1998-01-22,9999-01-01
57314,1994-04-08,9999-01-01
57315,1991-07-19,9999-01-01
57316,1992-05-27,1995-07-04
57317,1989-08-31,9999-01-01
57318,1993-12-20,9999-01-01
57319,1996-03-30,1996-12-29
57320,1999-09-09,1999-09-12
57321,1990-08-06,9999-01-01
57322,1990-09-02,9999-01-01
57323,1993-10-07,2000-11-24
57324,1994-08-01,9999-01-01
57325,1986-02-15,1993-08-16
57326,1992-06-01,9999-01-01
57327,1985-06-11,9999-01-01
57328,1997-10-22,9999-01-01
57329,1993-08-05,2000-02-08
57330,1997-03-18,9999-01-01
57331,1989-04-10,9999-01-01
57332,1991-08-18,9999-01-01
57333,1998-04-21,9999-01-01
57334,1986-01-19,1991-03-19
57335,1987-01-21,9999-01-01
57336,1989-07-09,9999-01-01
57337,1992-05-06,9999-01-01
57338,1999-03-07,9999-01-01
57339,1993-10-30,9999-01-01
57340,1989-08-19,9999-01-01
57341,1995-04-01,2001-12-26
57342,1994-05-07,9999-01-01
57343,1991-10-27,9999-01-01
57344,1986-06-14,9999-01-01
57345,1998-09-30,1999-01-01
57346,1986-05-29,9999-01-01
57347,1994-11-18,1994-12-09
57348,1998-03-31,2001-11-27
57349,1996-04-17,9999-01-01
57350,1986-03-25,9999-01-01
57351,1996-07-23,9999-01-01
57352,1988-03-12,9999-01-01
57353,1996-08-29,1997-06-06
57354,1988-02-27,9999-01-01
57355,1998-02-18,9999-01-01
57356,1988-05-30,9999-01-01
57357,1999-11-06,9999-01-01
57358,1996-09-24,2000-10-29
57359,1996-12-07,9999-01-01
57360,1999-03-03,9999-01-01
57361,1996-06-18,2001-04-20
57362,1989-07-13,9999-01-01
57363,1987-06-26,9999-01-01
57364,1999-10-08,9999-01-01
57365,1999-06-09,9999-01-01
57366,1989-10-30,1992-04-12
57367,1992-03-26,9999-01-01
57368,1988-05-12,9999-01-01
57369,1997-09-01,9999-01-01
57370,1988-03-15,1989-09-23
57371,1987-08-11,9999-01-01
57372,2000-01-07,2002-03-19
57373,1990-04-29,9999-01-01
57374,1993-01-22,9999-01-01
57375,1993-12-26,9999-01-01
57376,1998-03-29,9999-01-01
57377,1995-08-15,9999-01-01
57378,1989-12-15,9999-01-01
57379,1993-06-15,9999-01-01
57380,1987-02-19,9999-01-01
57381,1991-12-15,1992-03-15
57382,1998-05-20,9999-01-01
57383,1988-10-30,9999-01-01
57384,1995-02-05,9999-01-01
57385,2001-07-12,9999-01-01
57386,1992-04-23,9999-01-01
57387,1994-07-12,9999-01-01
57388,1989-03-11,1990-07-30
57389,1993-12-23,9999-01-01
57390,1997-05-11,9999-01-01
57391,1989-12-06,9999-01-01
57392,1989-01-15,9999-01-01
57393,1987-12-20,9999-01-01
57394,1988-01-04,9999-01-01
57395,1998-05-04,1998-07-30
57396,1996-06-26,9999-01-01
57397,1990-02-05,9999-01-01
57398,1997-08-01,9999-01-01
57399,1999-11-16,9999-01-01
57400,1991-04-12,9999-01-01
57401,1997-11-12,9999-01-01
57402,1987-01-24,9999-01-01
57403,1994-06-26,9999-01-01
57404,1989-04-15,1991-08-29
57405,1991-07-23,9999-01-01
57406,1996-04-28,9999-01-01
57407,1996-11-04,9999-01-01
57408,1985-06-08,1997-04-04
57409,1999-07-03,9999-01-01
57410,1999-12-11,9999-01-01
57411,1987-12-31,9999-01-01
57412,1993-11-12,9999-01-01
57413,1994-08-18,9999-01-01
57414,1998-07-24,9999-01-01
57415,1999-07-05,2000-01-03
57416,2002-06-10,9999-01-01
57417,1999-02-07,9999-01-01
57418,1988-02-19,9999-01-01
57419,1994-05-08,2001-07-01
57420,1987-01-07,9999-01-01
57421,1996-11-21,9999-01-01
57422,1989-02-22,9999-01-01
57423,1999-11-23,9999-01-01
57424,1997-03-07,9999-01-01
57425,1997-02-05,2001-02-11
57426,1987-02-11,9999-01-01
57427,1997-03-13,9999-01-01
57428,1997-01-03,9999-01-01
57429,1989-04-03,9999-01-01
57430,2000-01-08,9999-01-01
57431,1992-03-21,9999-01-01
57432,1990-08-02,9999-01-01
57433,2000-01-11,2001-12-23
57434,2001-12-03,9999-01-01
57435,1993-09-23,1994-07-17
57436,1991-06-29,9999-01-01
57437,1989-08-19,1992-10-18
57438,1994-02-12,9999-01-01
57439,1999-06-07,2001-10-18
57440,1991-05-03,9999-01-01
57441,1999-08-02,9999-01-01
57442,1992-11-15,9999-01-01
57443,1986-04-07,9999-01-01
57444,1992-03-21,9999-01-01
57445,2002-02-07,9999-01-01
57446,1998-09-16,1998-12-13
57447,1987-12-06,9999-01-01
57448,1998-05-14,9999-01-01
57449,1990-04-05,9999-01-01
57450,1987-08-17,9999-01-01
57451,1992-06-01,9999-01-01
57452,1995-01-01,9999-01-01
57453,1999-05-28,2001-07-07
57454,1993-08-06,9999-01-01
57455,1999-12-02,9999-01-01
57456,1993-04-23,9999-01-01
57457,1995-09-27,9999-01-01
57458,1999-09-14,2001-08-09
57459,1999-12-21,9999-01-01
57460,1998-05-12,1998-11-07
57461,1992-03-26,9999-01-01
57462,1995-09-17,9999-01-01
57463,1994-12-21,9999-01-01
57464,1990-05-05,9999-01-01
57465,1987-12-29,1991-05-09
57466,1992-03-02,9999-01-01
57467,1991-05-06,9999-01-01
57468,1998-02-08,9999-01-01
57469,1998-10-14,9999-01-01
57470,1995-09-20,9999-01-01
57471,1996-10-05,9999-01-01
57472,1999-04-07,9999-01-01
57473,1991-09-21,1997-05-30
57474,1995-04-17,9999-01-01
57475,1986-03-06,9999-01-01
57476,1988-09-30,9999-01-01
57477,1996-06-14,9999-01-01
57478,1991-02-11,1997-11-10
57479,1993-06-02,9999-01-01
57480,1995-05-20,9999-01-01
57481,1995-08-07,9999-01-01
57482,1985-07-18,9999-01-01
57483,1995-06-30,1996-05-22
57484,1986-07-02,9999-01-01
57485,1987-07-26,9999-01-01
57486,1988-11-06,9999-01-01
57487,1987-10-12,9999-01-01
57488,1996-06-29,9999-01-01
57489,1985-06-18,9999-01-01
57490,1991-03-27,9999-01-01
57491,1986-09-09,2002-04-14
57492,1987-04-24,9999-01-01
57493,1991-12-04,9999-01-01
57494,1989-06-25,9999-01-01
57495,1986-04-18,9999-01-01
57496,1988-07-27,1997-12-30
57497,1998-05-30,9999-01-01
57498,1989-01-17,9999-01-01
57499,1989-07-07,1989-07-17
57500,1987-02-15,9999-01-01
57501,1990-11-07,1997-08-02
57502,1998-07-09,9999-01-01
57503,1994-10-08,9999-01-01
57504,1999-06-25,9999-01-01
57505,1995-06-14,9999-01-01
57506,1998-07-01,9999-01-01
57507,1987-12-01,9999-01-01
57508,1985-04-30,9999-01-01
57509,1987-08-02,9999-01-01
57510,1993-09-08,1999-01-20
57511,1994-04-28,9999-01-01
57512,1986-10-29,9999-01-01
57513,1999-02-26,9999-01-01
57514,1993-11-22,9999-01-01
57515,1988-10-24,9999-01-01
57516,1986-02-07,1993-05-19
57517,1993-06-16,9999-01-01
57518,1993-05-15,1997-07-27
57519,1989-09-25,9999-01-01
57520,1987-05-30,2001-12-14
57521,1986-09-26,1986-10-17
57522,1997-09-07,9999-01-01
57523,1993-09-23,9999-01-01
57524,1986-02-21,9999-01-01
57525,1995-10-24,9999-01-01
57526,1994-08-01,9999-01-01
57527,1989-07-20,2002-06-30
57528,1993-09-25,9999-01-01
57529,1990-08-16,9999-01-01
57530,1992-09-28,9999-01-01
57531,1989-10-31,9999-01-01
57532,1994-04-27,9999-01-01
57533,1998-02-04,2000-12-20
57534,1994-09-03,9999-01-01
57535,1998-12-25,9999-01-01
57536,1986-07-17,9999-01-01
57537,1999-10-15,9999-01-01
57538,1986-01-25,9999-01-01
57539,1998-01-30,9999-01-01
57540,1990-06-12,9999-01-01
57541,1993-06-14,1995-01-29
57542,1995-08-14,1998-06-22
57543,1991-10-24,9999-01-01
57544,1986-04-11,9999-01-01
57545,1993-12-21,9999-01-01
57546,1990-03-06,9999-01-01
57547,1995-10-23,9999-01-01
57548,1999-05-11,9999-01-01
57549,1989-11-28,1998-10-19
57550,1988-06-10,9999-01-01
57551,1989-02-01,9999-01-01
57552,1990-01-09,9999-01-01
57553,1997-05-18,9999-01-01
57554,1992-03-26,9999-01-01
57555,1999-11-15,9999-01-01
57556,1989-07-22,1992-08-28
57557,1999-02-28,9999-01-01
57558,1993-08-03,9999-01-01
57559,1989-10-13,1990-02-10
57560,1994-04-13,9999-01-01
57561,1990-04-01,9999-01-01
57562,1999-08-24,9999-01-01
57563,1986-05-19,9999-01-01
57564,1987-10-27,9999-01-01
57565,1994-10-09,1995-09-23
57566,1996-02-20,9999-01-01
57567,1991-12-12,9999-01-01
57568,1992-08-10,9999-01-01
57569,1987-10-09,9999-01-01
57570,1999-09-09,9999-01-01
57571,1992-07-27,9999-01-01
57572,1989-04-01,9999-01-01
57573,2001-07-13,2001-07-27
57574,1987-01-12,9999-01-01
57575,1994-11-12,9999-01-01
57576,1991-01-10,9999-01-01
57577,1992-07-29,9999-01-01
57578,1989-05-22,9999-01-01
57579,1987-04-15,9999-01-01
57580,1991-04-05,9999-01-01
57581,1998-12-05,9999-01-01
57582,1994-05-14,1998-10-16
57583,1996-06-21,9999-01-01
57584,2000-01-29,9999-01-01
57585,1990-12-04,9999-01-01
57586,1995-09-14,9999-01-01
57587,1996-01-20,1997-01-05
57588,1996-08-04,1996-12-20
57589,1986-11-02,9999-01-01
57590,1993-01-16,1994-06-10
57591,1988-12-17,9999-01-01
57592,1992-06-18,1999-05-29
57593,1998-01-04,9999-01-01
57594,1994-10-17,9999-01-01
57595,1985-09-23,1997-04-24
57596,1992-07-15,9999-01-01
57597,1992-06-09,9999-01-01
57598,1991-10-04,9999-01-01
57599,1989-05-26,9999-01-01
57600,1989-07-22,9999-01-01
57601,1994-09-23,9999-01-01
57602,1995-01-06,9999-01-01
57603,1988-03-26,9999-01-01
57604,1992-05-02,1997-11-19
57605,1999-09-30,9999-01-01
57606,1986-09-30,1988-07-12
57607,1995-10-08,2002-06-29
57608,1997-08-15,9999-01-01
57609,1996-03-15,9999-01-01
57610,1999-10-06,9999-01-01
57611,1999-04-21,1999-08-18
57612,1988-06-21,9999-01-01
57613,1993-11-26,9999-01-01
57614,1985-06-08,9999-01-01
57615,1987-09-19,9999-01-01
57616,1997-05-01,9999-01-01
57617,1990-07-17,9999-01-01
57618,1995-09-30,9999-01-01
57619,1998-11-19,2000-06-27
57620,1986-04-18,9999-01-01
57621,1987-09-23,2000-11-22
57622,1995-03-15,9999-01-01
57623,1989-12-21,9999-01-01
57624,1987-09-02,9999-01-01
57625,1998-06-10,9999-01-01
57626,1999-06-30,9999-01-01
57627,1987-10-30,1992-11-11
57628,1990-03-14,9999-01-01
57629,1989-01-15,9999-01-01
57630,1999-08-06,9999-01-01
57631,1995-09-17,1997-12-12
57632,1989-10-06,1994-09-21
57633,1990-04-30,9999-01-01
57634,1995-08-02,9999-01-01
57635,1998-04-06,9999-01-01
57636,1998-04-19,9999-01-01
57637,1993-05-30,9999-01-01
57638,1996-04-28,9999-01-01
57639,1996-10-12,1996-12-30
57640,1991-09-11,1993-04-11
57641,1997-10-08,9999-01-01
57642,1997-04-10,9999-01-01
57643,1991-03-24,9999-01-01
57644,1990-04-24,9999-01-01
57645,1985-07-14,9999-01-01
57646,1988-08-23,2002-02-08
57647,1995-08-21,9999-01-01
57648,1999-03-31,9999-01-01
57649,1997-11-11,9999-01-01
57650,1989-10-09,9999-01-01
57651,1992-12-05,9999-01-01
57652,1987-02-17,1989-05-08
57653,1996-05-09,9999-01-01
57654,1998-07-15,9999-01-01
57655,1999-05-09,2002-05-28
57656,2001-07-30,9999-01-01
57657,1994-07-09,9999-01-01
57658,1987-09-14,9999-01-01
57659,1992-10-16,1992-11-04
57660,1994-03-31,2000-09-20
57661,1996-09-16,9999-01-01
57662,1987-06-11,9999-01-01
57663,1990-01-13,9999-01-01
57664,1985-09-18,9999-01-01
57665,2000-05-08,9999-01-01
57666,1999-05-08,9999-01-01
57667,1991-05-08,9999-01-01
57668,1990-01-08,9999-01-01
57669,1997-01-19,2001-03-01
57670,1997-03-21,9999-01-01
57671,1991-08-04,1991-08-23
57672,1997-12-30,9999-01-01
57673,1988-08-07,9999-01-01
57674,1993-11-19,9999-01-01
57675,1985-06-06,1985-12-29
57676,1999-07-08,9999-01-01
57677,1991-07-12,9999-01-01
57678,1991-02-25,9999-01-01
57679,1995-08-08,2001-04-14
57680,1996-03-22,9999-01-01
57681,1986-01-30,9999-01-01
57682,1986-08-19,9999-01-01
57683,1996-09-20,9999-01-01
57684,2000-03-29,9999-01-01
57685,1988-07-05,9999-01-01
57686,1991-12-03,1997-04-10
57687,1988-10-14,9999-01-01
57688,1993-01-22,9999-01-01
57689,1986-06-28,9999-01-01
57690,1986-02-16,9999-01-01
57691,1998-07-22,1999-12-14
57692,1988-01-08,9999-01-01
57693,2001-02-09,2001-09-27
57694,1992-02-23,1995-02-01
57695,1998-10-06,9999-01-01
57696,1998-04-22,9999-01-01
57697,1986-04-15,9999-01-01
